mol_id,raw_smiles,orig_name,source,inchikey,parse_ok,d,d_rdkit,n_heavy,n_atoms,mw,charge,n_hbd,n_hba,frac_aromatic,n_rings,max_ring_size,n_frags,n_sym_classes,elements,dedup_key,n_sources,d_bin,d_bin_label
m072_d03,Brc1ccc(CN2CCN(C3CCCCCC3)CC2)cc1,ZINClM00000vEhlw,zinc_random,MIOVUEGDWGUOBJ-UHFFFAOYSA-N,1,3.0,3.0,21.0,48.0,351.33,0.0,0.0,2.0,0.286,3.0,7.0,1.0,14.0,Br/C/N,MIOVUEGDWGUOBJ-UHFFFAOYSA-N,1.0,3.0,3
m073_d03,Br[C@@]12CCC[C@@H](C[C@@H](Nc3ccc4nc(C5CC5)sc4c3)C1)C2,ZINCnV00000uisKa,zinc_random,AYZSILCLVITAKX-IOHHAYIISA-N,1,3.0,3.0,23.0,46.0,391.38,0.0,1.0,3.0,0.391,5.0,6.0,1.0,22.0,Br/C/N/S,AYZSILCLVITAKX-IOHHAYIISA-N,1.0,3.0,3
m074_d03,Cc1ccc(-n2c(N)c(C#N)c3nc4ccccc4nc32)cc1Cl,ZINCoJ00000bkn7u,zinc_random,ZRHSXLQCEWFJAX-UHFFFAOYSA-N,1,3.0,1.0,24.0,36.0,333.78,0.0,1.0,4.0,0.792,4.0,6.0,1.0,24.0,C/Cl/N,ZRHSXLQCEWFJAX-UHFFFAOYSA-N,1.0,3.0,3
m075_d04,O=C1C=C2C=Cc3ccc(c(c3[C@@]32[C@H]1N(CC3)C)O)OC,-60.19701325,cod,LZMVKMPUAIZGJR-DLBZAZTESA-N,1,4.0,1.0,21.0,38.0,283.33,0.0,1.0,4.0,0.286,4.0,6.0,1.0,21.0,C/N/O,LZMVKMPUAIZGJR-DLBZAZTESA-N,1.0,4.0,4
m076_d04,Clc1ncccc1C(=O)Nc1nnc(s1)c1ccc(cc1)F,-62.34611622,cod,BBDYRRKPLZQDDM-UHFFFAOYSA-N,1,4.0,3.0,22.0,30.0,334.76,0.0,1.0,5.0,0.773,3.0,6.0,1.0,20.0,C/Cl/F/N/O/S,BBDYRRKPLZQDDM-UHFFFAOYSA-N,1.0,4.0,4
m077_d04,O=C1N2c3c(C(=O)[C@@]2(O)CCN(c2c1cccc2)C(=O)OC)cccc3,Compound 234229,cod,PYDKVNCGHCCNKQ-IBGZPJMESA-N,1,4.0,0.0,26.0,42.0,352.35,0.0,1.0,5.0,0.462,4.0,8.0,1.0,26.0,C/N/O,PYDKVNCGHCCNKQ-IBGZPJMESA-N,1.0,4.0,4
m078_d04,O=C1N2c3c([C@@]45[C@@H]2[C@@H]2[C@H](C1)OCC=C1[C@@H]2C[C@@H]4[N@@](CC5)C1)cc(c(c3)OC)OC,Compound_248903,cod-50,RRKTZKIUPZVBMF-IBTVXLQLSA-N,1,4.0,2.0,29.0,55.0,394.47,0.0,0.0,5.0,0.207,7.0,7.0,1.0,29.0,C/N/O,RRKTZKIUPZVBMF-IBTVXLQLSA-N,3.0,4.0,4
m079_d04,O=C1OC[C@@](N1)(CO)CC,Compound_29856,cod-50,FCMBXDLFGKHPLS-LURJTMIESA-N,1,4.0,2.0,10.0,21.0,145.16,0.0,2.0,3.0,0.0,1.0,5.0,1.0,10.0,C/N/O,FCMBXDLFGKHPLS-LURJTMIESA-N,3.0,4.0,4
m080_d04,CC1=C2CC[C@H]([C@]32C(=O)O[C@@H]1[C@@]12[C@@H](C)CCC2=C([C@H]3OC1=O)C)C,1504455.cif,cod-59k,KESCUBFFLAUUPO-OQZMBNGJSA-N,1,4.0,0.0,24.0,48.0,328.41,0.0,0.0,4.0,0.0,8.0,8.0,1.0,24.0,C/O,KESCUBFFLAUUPO-OQZMBNGJSA-N,1.0,4.0,4
m081_d04,CO/N=C\C=C\c1c[nH]c2c1cccc2,1513248.cif,cod-59k,HVVJRSIVCIDZKY-VHIXKULTSA-N,1,4.0,3.0,15.0,27.0,200.24,0.0,1.0,2.0,0.6,2.0,6.0,1.0,15.0,C/N/O,HVVJRSIVCIDZKY-VHIXKULTSA-N,2.0,4.0,4
m082_d04,O[C@@H]1OC[C@@]2([C@H]1OC(O2)(C)C)c1ccccc1,2224451.cif,cod-59k,UYYSYCIXNQLQQI-LOWVWBTDSA-N,1,4.0,1.0,17.0,33.0,236.27,0.0,1.0,4.0,0.353,3.0,6.0,1.0,14.0,C/O,UYYSYCIXNQLQQI-LOWVWBTDSA-N,2.0,4.0,4
m083_d04,c1cc(cc(c1)O)C(=O)NO,"069 n,3-dihydroxybenzamide",ligand-expo,IRGXGFPSYHAJER-UHFFFAOYSA-N,1,4.0,1.0,11.0,18.0,153.14,0.0,3.0,3.0,0.545,1.0,6.0,1.0,11.0,C/N/O,IRGXGFPSYHAJER-UHFFFAOYSA-N,1.0,4.0,4
m084_d04,C[C@@H]1CN(CC[NH2+]1)CC(=O)N2CCCC2,4YD (2r)-2-methyl-4-[2-oxo-2-(pyrrolidin-1-yl)ethyl]piperazin-1-ium,ligand-expo,FZALEHHAYIXXFT-SNVBAGLBSA-O,1,4.0,2.0,15.0,37.0,212.32,1.0,1.0,2.0,0.0,2.0,6.0,1.0,13.0,C/N/O,FZALEHHAYIXXFT-SNVBAGLBSA-O,1.0,4.0,4
m085_d04,c1cc(ccc1/C=C/c2cc(c(c(c2)Br)N)Br)N,"IW5 4-[(e)-2-(4-aminophenyl)ethenyl]-2,6-dibromoaniline",ligand-expo,JADLJYGSTKXGCQ-OWOJBTEDSA-N,1,4.0,2.0,18.0,30.0,368.07,0.0,2.0,2.0,0.667,2.0,6.0,1.0,13.0,Br/C/N,JADLJYGSTKXGCQ-OWOJBTEDSA-N,1.0,4.0,4
m086_d04,c1ccc(s1)c1ccc(s1)c1ccc(s1)c1ccc(s1)c1ccc(s1),thiophene_n5,oligo-scan,YFBLUJZFRBFQMR-UHFFFAOYSA-N,1,4.0,4.0,25.0,37.0,412.65,0.0,0.0,5.0,1.0,5.0,5.0,1.0,13.0,C/S,YFBLUJZFRBFQMR-UHFFFAOYSA-N,1.0,4.0,4
m087_d04,c1ccc(cc1)[C@H]1C[C@@H]1C(=O)Nc1ccncc1,20P_4LVF_A,platinum-diverse,NOMFGVQIYPJHNJ-KGLIPLIRSA-N,1,4.0,3.0,18.0,32.0,238.29,0.0,1.0,2.0,0.667,3.0,6.0,1.0,14.0,C/N/O,NOMFGVQIYPJHNJ-KGLIPLIRSA-N,2.0,4.0,4
m088_d04,Cc1ncc(c([nH+]1)N)CO,HMH_2F2G_A,platinum-diverse,VUTBELPREDJDDH-UHFFFAOYSA-O,1,4.0,1.0,10.0,20.0,140.17,1.0,2.0,3.0,0.6,1.0,6.0,1.0,10.0,C/N/O,VUTBELPREDJDDH-UHFFFAOYSA-O,1.0,4.0,4
m089_d04,N1(C[C@@H]([C@H](C1)[NH3+])N1CCCCC1=O)c1cc(c2ccccc2)ncn1,NXZ_3QBJ_A,platinum-diverse,FHAABBQZMYZFKY-RDJZCZTQSA-O,1,4.0,3.0,25.0,49.0,338.44,1.0,1.0,4.0,0.48,4.0,6.0,1.0,23.0,C/N/O,FHAABBQZMYZFKY-RDJZCZTQSA-O,1.0,4.0,4
m090_d04,O=CC(C(=O)O)C,2-Methyl-3-oxopropanoic,wiki,VOKUMXABRRXHAR-UHFFFAOYSA-N,1,4.0,2.0,7.0,13.0,102.09,0.0,1.0,2.0,0.0,0.0,0.0,1.0,7.0,C/O,VOKUMXABRRXHAR-UHFFFAOYSA-N,1.0,4.0,4
m091_d04,Nc1c(OC)cc(N)c(C(c2ccccc23)=O)c1C3=O,Disperse,wiki,TUXJTJITXCHUEL-UHFFFAOYSA-N,1,4.0,1.0,20.0,32.0,268.27,0.0,2.0,5.0,0.6,3.0,6.0,1.0,20.0,C/N/O,TUXJTJITXCHUEL-UHFFFAOYSA-N,1.0,4.0,4
m092_d04,O=S2(=O)CC(N(N=Cc1oc([N+]([O-])=O)cc1)CC2)C,Nifurtimox,wiki,ARFHIAQFJWUCFH-UHFFFAOYSA-N,1,4.0,3.0,19.0,32.0,287.3,0.0,0.0,7.0,0.263,2.0,6.0,1.0,18.0,C/N/O/S,ARFHIAQFJWUCFH-UHFFFAOYSA-N,1.0,4.0,4
m093_d04,CN1CCc2cc3c(c(c2[C@H]1n1ccc2c1ccc(c2)Br)OC)OCO3,ZINC20112772,zinc,GVVZFYQLOHTBCZ-HXUWFJFHSA-N,1,4.0,2.0,26.0,45.0,415.29,0.0,0.0,4.0,0.577,5.0,6.0,1.0,26.0,Br/C/N/O,GVVZFYQLOHTBCZ-HXUWFJFHSA-N,1.0,4.0,4
m094_d04,Cc1cc(c2c(c1)[C@@]1(C(=O)N2)[C@]2(c3ccccc3NC2=O)[C@@H]([C@@H]2[N@]1CCC2)C(=O)c1cccs1)C,ZINC61999500,zinc,XBCMMKRMULIZBL-KGEIDKFYSA-N,1,4.0,2.0,35.0,60.0,483.59,0.0,2.0,5.0,0.486,7.0,6.0,1.0,35.0,C/N/O/S,XBCMMKRMULIZBL-KGEIDKFYSA-N,1.0,4.0,4
m095_d04,C[C@@H]1CCCC(=O)CCC/C=C\c2cc3c(c(c2C(=O)O1)O)[C@H](CC(=O)O3)c1cccc(c1)O,ZINC85874691,zinc,YMBWRXAYJBJLRR-CFPHLALNSA-N,1,4.0,1.0,34.0,62.0,464.51,0.0,2.0,7.0,0.353,4.0,14.0,1.0,34.0,C/O,YMBWRXAYJBJLRR-CFPHLALNSA-N,1.0,4.0,4
m096_d04,N[C@@H](C(=O)N1C[C@H]2CSC[C@@H](C2)C1)[C@@H]1CCOC1,ZINCib000001csua,zinc-leads,VCFRQHYCCDHFTG-NNYUYHANSA-N,1,4.0,2.0,18.0,40.0,270.4,0.0,1.0,4.0,0.0,3.0,6.0,1.0,15.0,C/N/O/S,VCFRQHYCCDHFTG-NNYUYHANSA-N,1.0,4.0,4
m097_d04,C=C1CC(C(=O)N2C[C@@H]3C[C@H]2CN3C(=O)[C@@H]2CNC(=O)C2)C1,ZINCm50000079Uhf,zinc-leads,QBGRIMOZOXBJDG-AVGNSLFASA-N,1,4.0,2.0,22.0,43.0,303.36,0.0,1.0,3.0,0.0,4.0,5.0,1.0,21.0,C/N/O,QBGRIMOZOXBJDG-AVGNSLFASA-N,1.0,4.0,4
m098_d04,C#CC(=O)N(c1cccc(-c2cccnc2)c1)[C@H]1CCCC12CCNCC2,ZINCrG000002y24c,zinc_random,LKKOIOZGWMFGPN-NRFANRHFSA-N,1,4.0,3.0,27.0,52.0,359.47,0.0,1.0,3.0,0.444,4.0,6.0,1.0,25.0,C/N/O,LKKOIOZGWMFGPN-NRFANRHFSA-N,1.0,4.0,4
m099_d04,C#CC(=O)N1[C@@H]2C[C@H](F)[C@H](C2)[C@H]1C(=O)N1CCC[C@@H]1c1cc(Cl)ccc1Cl,ZINCrG000002y2ck,zinc_random,OUDLOVYGEUFCIC-RRPUIJGBSA-N,1,4.0,2.0,27.0,46.0,409.29,0.0,0.0,2.0,0.222,4.0,6.0,1.0,27.0,C/Cl/F/N/O,OUDLOVYGEUFCIC-RRPUIJGBSA-N,1.0,4.0,4
m100_d05,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1CCC,-61.75568065,cod,BOXWHQWDUBNHQB-UHFFFAOYSA-N,1,5.0,4.0,22.0,40.0,294.35,0.0,1.0,2.0,0.545,3.0,6.0,1.0,14.0,C/N/O,BOXWHQWDUBNHQB-UHFFFAOYSA-N,1.0,5.0,5
m101_d05,s1cc(nc1)c1nc2ccccc2n1C[C@H]1OC(C)(C)OC1,-63.13008861,cod,CCBDATYOGRVRQU-LLVKDONJSA-N,1,5.0,3.0,22.0,39.0,315.4,0.0,0.0,5.0,0.636,4.0,6.0,1.0,21.0,C/N/O/S,CCBDATYOGRVRQU-LLVKDONJSA-N,1.0,5.0,5
m102_d05,O1[C@@H](c2c3c(cc4ccccc24)cccc3)N([C@H](C1)Cc1ccccc1)Cc1ccccc1,-87.13101056,cod,FQLRWIWWHIFQIV-DHIFEGFHSA-N,1,5.0,5.0,33.0,60.0,429.56,0.0,0.0,2.0,0.788,6.0,6.0,1.0,23.0,C/N/O,FQLRWIWWHIFQIV-DHIFEGFHSA-N,1.0,5.0,5
m103_d05,Brc1cc2c(cc1)CC[N@@]1[C@H]2[C@H]([C@@H](N1C(=O)c1ccccc1)C)CO,Compound_120817,cod-50,LAEMVIMZBPADBP-FASAQXTFSA-N,1,5.0,2.0,25.0,46.0,401.3,0.0,1.0,3.0,0.48,4.0,6.0,1.0,23.0,Br/C/N/O,LAEMVIMZBPADBP-FASAQXTFSA-N,3.0,5.0,5
m104_d05,S(=O)(=O)(Nc1cc(ccc1)C)c1c([N+](=O)[O-])cccc1,Compound_76951,cod-50,TXAYYLVKJPPOES-UHFFFAOYSA-N,1,5.0,4.0,20.0,32.0,292.32,0.0,1.0,4.0,0.6,2.0,6.0,1.0,19.0,C/N/O/S,TXAYYLVKJPPOES-UHFFFAOYSA-N,3.0,5.0,5
m105_d05,Clc1cccc(c1)/N=N/c1ccc(c(c1)C(=O)C)O,2207868.cif,cod-59k,HSRXPGCLSQRUKH-WUKNDPDISA-N,1,5.0,3.0,19.0,30.0,274.71,0.0,1.0,4.0,0.632,2.0,6.0,1.0,19.0,C/Cl/N/O,HSRXPGCLSQRUKH-WUKNDPDISA-N,2.0,5.0,5
m106_d05,[NH3+]CCNC(=O)c1ccccc1[O-],2237630.cif,cod-59k,MJPIALJMHRDNQD-UHFFFAOYSA-N,1,5.0,3.0,13.0,25.0,180.21,0.0,2.0,2.0,0.462,1.0,6.0,1.0,13.0,C/N/O,MJPIALJMHRDNQD-UHFFFAOYSA-N,2.0,5.0,5
m107_d05,COc1ccc(cc1)[C@]1(O)[C@@H]2C=C[C@@](O2)(C(=C1Br)Br)C,4020782.cif,cod-59k,FJDODOGDZXLLBB-GLQYFDAESA-N,1,5.0,2.0,20.0,34.0,402.08,0.0,1.0,3.0,0.3,3.0,6.0,1.0,18.0,Br/C/O,FJDODOGDZXLLBB-GLQYFDAESA-N,2.0,5.0,5
m108_d05,NC(=O)c(nc1c2)cc(OC)c1ccc2N,huc-n1,huc-foldamer,GAPMOQHJPLGBPS-UHFFFAOYSA-N,1,5.0,2.0,16.0,27.0,217.23,0.0,2.0,4.0,0.625,2.0,6.0,1.0,16.0,C/N/O,GAPMOQHJPLGBPS-UHFFFAOYSA-N,1.0,5.0,5
m109_d05,COc1ccc(cc1O[C@H]2C[C@@H]3CC[C@H]2C3)C4CNC(=O)NC4,"0CP 5-{3-[(1s,2s,4r)-bicyclo[2.2.1]hept-2-yloxy]-4-methoxyphenyl}tetrahydropyrimidin-2(1h)-one",ligand-expo,LITNEAPWQHVPOK-FFSVYQOJSA-N,1,5.0,4.0,23.0,47.0,316.4,0.0,2.0,3.0,0.261,4.0,6.0,1.0,21.0,C/N/O,LITNEAPWQHVPOK-FFSVYQOJSA-N,2.0,5.0,5
m110_d05,C1[C@@H]([C@H]([C@H](C=C1CO)N)O)O,"ADH 1-amino-2,3-dihydroxy-5-hydroxymethyl cyclohex-5-ene",ligand-expo,BMZJPVSGERKRHP-ACZMJKKPSA-N,1,5.0,1.0,11.0,24.0,159.19,0.0,4.0,4.0,0.0,1.0,6.0,1.0,11.0,C/N/O,BMZJPVSGERKRHP-ACZMJKKPSA-N,1.0,5.0,5
m111_d05,Cc1c(c(c(cn1)CO)C=O)O,PXL 3-hydroxy-5-(hydroxymethyl)-2-methylisonicotinaldehyde,ligand-expo,RADKZDMFGJYCBB-UHFFFAOYSA-N,1,5.0,2.0,12.0,21.0,167.16,0.0,2.0,4.0,0.5,1.0,6.0,1.0,12.0,C/N/O,RADKZDMFGJYCBB-UHFFFAOYSA-N,2.0,5.0,5
m112_d05,c1ccc(s1)c1ccc(s1)c1ccc(s1)c1ccc(s1)c1ccc(s1)c1ccc(s1),thiophene_n6,oligo-scan,KUJYDIFFRDAYDH-UHFFFAOYSA-N,1,5.0,5.0,30.0,44.0,494.78,0.0,0.0,6.0,1.0,6.0,5.0,1.0,15.0,C/S,KUJYDIFFRDAYDH-UHFFFAOYSA-N,1.0,5.0,5
m113_d05,c1cc2c(cc1C(=O)N1CCC3(Cc4cnn(c4C(=O)C3)C(C)C)CC1)cn[nH]2,3W7_4WZ8_B,platinum-diverse,BJMKYJZZEBEMKH-UHFFFAOYSA-N,1,5.0,2.0,29.0,54.0,391.48,0.0,1.0,4.0,0.483,5.0,6.0,1.0,26.0,C/N/O,BJMKYJZZEBEMKH-UHFFFAOYSA-N,2.0,5.0,5
m114_d05,O=C([O-])c1ccccc1Nc1c(C)c(ccc1)C,ID8_3R43_A,platinum-diverse,HYYBABOKPJLUIN-UHFFFAOYSA-M,1,5.0,3.0,18.0,32.0,240.28,-1.0,1.0,3.0,0.667,2.0,6.0,1.0,18.0,C/N/O,HYYBABOKPJLUIN-UHFFFAOYSA-M,3.0,5.0,5
m115_d05,CC\C=C/CCO,Cis-3-Hexen-1-ol,wiki,UFLHIIWVXFIJGU-ARJAWSKDSA-N,1,5.0,3.0,7.0,19.0,100.16,0.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,C/O,UFLHIIWVXFIJGU-ARJAWSKDSA-N,1.0,5.0,5
m116_d05,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC=C4[C@@]3(CC[C@@H](C4)OS(=O)(=O)O)C,Dehydroepiandrosterone,wiki,CZWCKYRVOZZJNM-USOAJAOKSA-N,1,5.0,2.0,25.0,53.0,368.5,0.0,1.0,4.0,0.0,4.0,6.0,1.0,24.0,C/O/S,CZWCKYRVOZZJNM-USOAJAOKSA-N,1.0,5.0,5
m117_d05,C/C/1=C\CC/C(=C/C[C@H](CC1)C(C)C)/C,Germacrene,wiki,YDLBHMSVYMFOMI-SDFJSLCBSA-N,1,5.0,1.0,15.0,41.0,206.37,0.0,0.0,0.0,0.0,1.0,10.0,1.0,14.0,C,YDLBHMSVYMFOMI-SDFJSLCBSA-N,1.0,5.0,5
m118_d05,C[C@@]12c3c(c4ccccc4[nH]3)[C@@H](CN1C(=O)CN(C2=O)C1CC1)c1ccccc1OC,ZINC04082858,zinc,VVTHISBCHDXPHR-BVZFJXPGSA-N,1,5.0,3.0,31.0,56.0,415.49,0.0,1.0,3.0,0.484,6.0,6.0,1.0,30.0,C/N/O,VVTHISBCHDXPHR-BVZFJXPGSA-N,1.0,5.0,5
m119_d05,c1ccc2c(c1)[C@]1([C@H]3[C@@H]([C@H](N1)CCC(=O)N)C(=O)N(C3=O)C1CCCCCC1)C(=O)N2,ZINC15957504,zinc,ZDQVXJATZQRIFX-NZQNYPKQSA-N,1,5.0,4.0,31.0,59.0,424.5,0.0,3.0,5.0,0.194,5.0,7.0,1.0,28.0,C/N/O,ZDQVXJATZQRIFX-NZQNYPKQSA-N,1.0,5.0,5
m120_d05,c1ccc2c(c1)[C@]1([C@H]3[C@@H]([C@@H](N1)CCC(=O)N)C(=O)N(C3=O)c1ccc3c(c1)OCCO3)C(=O)N2,ZINC15958794,zinc,GTJQOBIXJMBNRH-ODSAXCBOSA-N,1,5.0,4.0,34.0,56.0,462.46,0.0,3.0,7.0,0.353,6.0,6.0,1.0,34.0,C/N/O,GTJQOBIXJMBNRH-ODSAXCBOSA-N,1.0,5.0,5
m121_d05,O=C(C[C@H]1CSCCN1)NC[C@@H]1CCCNCC1,ZINCib000001cwOQ,zinc-leads,KAKTXZKUBLICTF-NEPJUHHUSA-N,1,5.0,4.0,18.0,43.0,271.43,0.0,3.0,4.0,0.0,2.0,7.0,1.0,18.0,C/N/O/S,KAKTXZKUBLICTF-NEPJUHHUSA-N,1.0,5.0,5
m122_d05,CC1(C)CC(=O)O[C@@H]1CN1CCN(C2Cc3ccccc3C2)CC1,ZINCor00000gG9UX,zinc-leads,NIAJMJGDEAOWDA-GOSISDBHSA-N,1,5.0,3.0,24.0,52.0,328.46,0.0,0.0,4.0,0.25,4.0,6.0,1.0,17.0,C/N/O,NIAJMJGDEAOWDA-GOSISDBHSA-N,1.0,5.0,5
m123_d05,C#CC(=O)N1CC2(CCOC[C@@H]2C(=O)Nc2ccnn2C)C1,ZINCm50000079NVo,zinc_random,VFPWKDAZISWRSY-LLVKDONJSA-N,1,5.0,2.0,22.0,40.0,302.33,0.0,1.0,4.0,0.227,3.0,6.0,1.0,21.0,C/N/O,VFPWKDAZISWRSY-LLVKDONJSA-N,1.0,5.0,5
m124_d05,C#CCCC(=O)N1CCC2(CC1)CN(C(=O)c1cc(Cl)c(F)c(Cl)c1)CCO2,ZINCsD000004TZpg,zinc_random,XVGCDELMDPNLKC-UHFFFAOYSA-N,1,5.0,3.0,28.0,49.0,427.3,0.0,0.0,3.0,0.214,3.0,6.0,1.0,23.0,C/Cl/F/N/O,XVGCDELMDPNLKC-UHFFFAOYSA-N,1.0,5.0,5
m125_d06,Oc1c(cc(cc1/C=N/c1c2c(ccc1)cccc2)C)/C=N/c1c2c(ccc1)cccc2,Compound 201693,cod,RLFFSYWRVZVNCQ-GFTXTJKWSA-N,1,6.0,4.0,32.0,54.0,414.51,0.0,1.0,3.0,0.812,5.0,6.0,1.0,18.0,C/N/O,RLFFSYWRVZVNCQ-GFTXTJKWSA-N,1.0,6.0,6
m126_d06,Fc1c(F)c(F)c(c(c1F)F)C(=O)NCC(=O)Nc1ccccc1,Compound 242473,cod,RBTSUZPFZUYRSK-UHFFFAOYSA-N,1,6.0,4.0,24.0,33.0,344.24,0.0,2.0,2.0,0.5,2.0,6.0,1.0,18.0,C/F/N/O,RBTSUZPFZUYRSK-UHFFFAOYSA-N,1.0,6.0,6
m127_d06,Brc1c(c2c([S@](=O)c3cc(ccc3)C)c(oc2cc1C)C)C,Compound 79745,cod,VSNGKCCPYXSPMA-JOCHJYFZSA-N,1,6.0,2.0,22.0,39.0,377.3,0.0,0.0,2.0,0.682,3.0,6.0,1.0,22.0,Br/C/O/S,VSNGKCCPYXSPMA-JOCHJYFZSA-N,1.0,6.0,6
m128_d06,s1cc2c(c1)c(nc(=O)n2[C@@H]1O[C@@H]([C@H]([C@H]1O)O)CO)N,Compound_124387,cod-50,IDRYENNHWHOVTG-FDDDBJFASA-N,1,6.0,2.0,20.0,33.0,299.31,0.0,4.0,8.0,0.45,3.0,6.0,1.0,20.0,C/N/O/S,IDRYENNHWHOVTG-FDDDBJFASA-N,3.0,6.0,6
m129_d06,S(c1ncccn1)CC(=O)CSc1ncccn1,Compound_49917,cod-50,QTTIZNAYZYOBGV-UHFFFAOYSA-N,1,6.0,6.0,18.0,28.0,278.36,0.0,0.0,7.0,0.667,2.0,6.0,1.0,8.0,C/N/O/S,QTTIZNAYZYOBGV-UHFFFAOYSA-N,2.0,6.0,6
m130_d06,COc1cc(ccc1OC)CC1=CSc2c(NC1=O)cccc2,2238054.cif,cod-59k,NSTZJZFICAKEEA-UHFFFAOYSA-N,1,6.0,4.0,23.0,40.0,327.41,0.0,1.0,4.0,0.522,3.0,7.0,1.0,23.0,C/N/O/S,NSTZJZFICAKEEA-UHFFFAOYSA-N,2.0,6.0,6
m131_d06,COC(=O)[C@H]1C(=O)OC[C@@H]1C(=C)c1cc2OCOc2cc1C1OCCO1,4023577.cif,cod-59k,FGDIEDLSPVLIIH-DOMZBBRYSA-N,1,6.0,4.0,26.0,44.0,362.33,0.0,0.0,8.0,0.231,4.0,6.0,1.0,24.0,C/O,FGDIEDLSPVLIIH-DOMZBBRYSA-N,2.0,6.0,6
m132_d06,CCOC(=O)[C@@]12C(=O)OC[C@H]2[C@H](O[C@H]1c1ccccc1)c1ccccc1,4106880.cif,cod-59k,ZBAMXEQZXFWMBA-NYUBLWNDSA-N,1,6.0,4.0,26.0,46.0,352.39,0.0,0.0,5.0,0.462,4.0,6.0,1.0,22.0,C/O,ZBAMXEQZXFWMBA-NYUBLWNDSA-N,2.0,6.0,6
m133_d06,C(/C=C/C=C(/C(=O)O)\O)O,"6OA (2z,4e)-2,6-dihydroxyhexa-2,4-dienoic acid",ligand-expo,YRYDCWGBHNTXLE-WFTYEQLWSA-N,1,6.0,3.0,10.0,18.0,144.13,0.0,3.0,3.0,0.0,0.0,0.0,1.0,10.0,C/O,YRYDCWGBHNTXLE-WFTYEQLWSA-N,1.0,6.0,6
m134_d06,C[C@@H](c1cccc(c1)Cl)Oc2cccc3c2c(nc(n3)N)N,"DD3 5-[(1s)-1-(3-chlorophenyl)ethoxy]quinazoline-2,4-diamine",ligand-expo,IDHINEMSCUFEIP-VIFPVBQESA-N,1,6.0,3.0,22.0,37.0,314.78,0.0,2.0,5.0,0.727,3.0,6.0,1.0,22.0,C/Cl/N/O,IDHINEMSCUFEIP-VIFPVBQESA-N,1.0,6.0,6
m135_d06,c1cc2c(cc1CC3=Nc4cc(cc(c4C5=NC(=N)NN35)NCCO)F)OCO2,"IK9 2-{[(2z)-5-(1,3-benzodioxol-5-ylmethyl)-8-fluoro-2-imino-2,3-dihydro[1,2,4]triazolo[1,5-c]quinazolin-10-yl]amino}ethanol",ligand-expo,VTYBTDCJZWSDTA-UHFFFAOYSA-N,1,6.0,5.0,29.0,46.0,396.38,0.0,4.0,7.0,0.655,5.0,6.0,1.0,29.0,C/F/N/O,VTYBTDCJZWSDTA-UHFFFAOYSA-N,1.0,6.0,6
m136_d06,CC(=O)NCC(=O)NC,polyglycine_n1,oligo-scan,FJMAXCRRCJSCIE-UHFFFAOYSA-N,1,6.0,2.0,9.0,19.0,130.15,0.0,2.0,2.0,0.0,0.0,0.0,1.0,9.0,C/N/O,FJMAXCRRCJSCIE-UHFFFAOYSA-N,1.0,6.0,6
m137_d06,c1ccc(s1)c1ccc(s1)c1ccc(s1)c1ccc(s1)c1ccc(s1)c1ccc(s1)c1ccc(s1),thiophene_n7,oligo-scan,DCIYLINCGGGNLC-UHFFFAOYSA-N,1,6.0,6.0,35.0,51.0,576.91,0.0,0.0,7.0,1.0,7.0,5.0,1.0,18.0,C/S,DCIYLINCGGGNLC-UHFFFAOYSA-N,1.0,6.0,6
m138_d06,c1(ccc2c(c1)[nH]c(Cc1nc3ccc(cc3[nH]1)C(=[NH2+])N)n2)C(=[NH2+])N,BAB_1C1T_A,platinum-diverse,QZKOOEFIMWKZPK-UHFFFAOYSA-P,1,6.0,4.0,25.0,43.0,334.39,2.0,6.0,2.0,0.72,4.0,6.0,1.0,13.0,C/N,QZKOOEFIMWKZPK-UHFFFAOYSA-P,1.0,6.0,6
m139_d06,OCCn1cc(cn1)c1nc2n(nnc2nc1)Cc1cc2cccnc2cc1,KRW_3ZXZ_A,platinum-diverse,PDMUGYOXRHVNMO-UHFFFAOYSA-N,1,6.0,5.0,28.0,44.0,372.39,0.0,1.0,7.0,0.857,5.0,6.0,1.0,28.0,C/N/O,PDMUGYOXRHVNMO-UHFFFAOYSA-N,2.0,6.0,6
m140_d06,O=P(O\C=C(/Cl)Cl)(OC)OC,Dichlorvos,wiki,OEBRKCOSUFCWJD-UHFFFAOYSA-N,1,6.0,4.0,11.0,18.0,220.98,0.0,0.0,4.0,0.0,0.0,0.0,1.0,8.0,C/Cl/O/P,OEBRKCOSUFCWJD-UHFFFAOYSA-N,1.0,6.0,6
m141_d06,[H][C@]12[C@](CC[C@H](CP(O)(O)=O)C2)([H])CN[C@H](C(O)=O)C1,"LY-235,959",wiki,STIRHCNEGQQBOY-QEYWKRMJSA-N,1,6.0,3.0,18.0,38.0,277.26,0.0,4.0,3.0,0.0,2.0,6.0,1.0,17.0,C/N/O/P,STIRHCNEGQQBOY-QEYWKRMJSA-N,1.0,6.0,6
